Product ID,Store ID,Price,Competitor Prices,Elasticity Index,Sales Volume,Price_Ratio,Price_Strategy
9565,15,8.21,65.21,1.35,96,0.12590093543934983,Maintain
7191,24,32.8,93.16,1.45,167,0.352082438814942,Maintain
3402,33,95.96,48.71,1.93,230,1.9700266885649762,Decrease
7297,19,40.27,35.76,2.19,306,1.1261185682326624,Decrease
3748,61,49.68,82.74,2.41,103,0.6004350978970269,Maintain
1820,87,94.14,24.53,0.69,68,3.8377496942519365,Maintain
3783,28,85.59,52.84,1.17,144,1.6197956093868282,Maintain
6033,36,42.19,83.31,1.15,38,0.5064217981034689,Maintain
1600,56,89.45,84.29,0.95,202,1.0612172262427333,Increase
4123,92,75.12,99.06,1.94,56,0.758328285887341,Maintain
3612,53,12.96,88.11,1.68,257,0.1470888661899898,Increase
6118,9,79.69,51.1,0.52,304,1.559491193737769,Maintain
6761,31,25.21,36.48,1.9,377,0.6910635964912282,Increase
6631,56,29.2,31.97,0.9,338,0.9133562715045355,Maintain
3362,87,92.18,69.94,2.14,295,1.317986845867887,Decrease
6633,72,84.38,28.79,1.16,299,2.9308787773532474,Maintain
4298,54,16.61,25.4,1.35,355,0.6539370078740158,Increase
9377,47,64.36,80.51,1.4,404,0.7994038007700907,Increase
9386,61,41.71,95.0,1.94,430,0.43905263157894736,Increase
5320,43,39.1,66.07,2.01,282,0.5917965793855003,Increase
3887,93,6.17,36.43,0.69,290,0.16936590721932474,Increase
4039,21,23.27,35.12,0.58,316,0.6625854214123007,Increase
9795,62,64.34,31.22,0.82,334,2.0608584240871237,Maintain
6799,3,21.94,71.11,1.45,172,0.30853607087610746,Maintain
6486,49,91.99,98.46,0.68,203,0.9342880357505586,Maintain
9543,8,71.23,98.88,1.6,124,0.7203681229773463,Maintain
3644,33,71.07,26.65,1.43,398,2.666791744840525,Maintain
6418,39,47.31,25.06,1.38,341,1.8878691141260975,Maintain
1655,19,14.78,15.12,1.61,370,0.9775132275132276,Maintain
7549,51,82.15,34.74,1.38,495,2.3647092688543467,Maintain
6657,43,76.65,36.58,2.19,423,2.0954073264078734,Decrease
3931,32,86.04,26.34,0.56,222,3.266514806378132,Increase
4765,91,36.48,81.27,1.2,239,0.4488741232927279,Maintain
4354,23,95.84,22.37,1.62,266,4.284309342869915,Decrease
3034,93,62.47,22.03,0.56,25,2.8356786200635495,Maintain
5715,13,86.42,50.38,1.41,363,1.7153632393807066,Maintain
1770,92,87.61,59.66,2.35,383,1.4684880992289642,Decrease
5774,5,21.25,60.6,1.81,189,0.35066006600660066,Maintain
7942,62,21.08,73.94,0.92,492,0.2850960238030836,Increase
8044,40,32.65,46.62,1.91,209,0.7003432003432003,Maintain
8576,40,91.97,54.92,1.43,407,1.6746176256372904,Maintain
1028,86,61.06,32.28,1.91,344,1.8915737298636928,Decrease
4766,48,55.19,65.32,2.29,301,0.8449173300673607,Increase
1319,28,9.37,62.94,0.86,26,0.1488719415316174,Maintain
8247,68,75.24,5.93,1.56,422,12.688026981450253,Decrease
2934,79,87.01,15.88,1.39,447,5.4792191435768265,Maintain
3619,15,40.05,9.37,2.33,404,4.27427961579509,Decrease
9291,7,73.01,68.78,0.62,402,1.0615004361733062,Maintain
9616,90,6.38,43.83,1.01,455,0.1455624001825234,Increase
5917,91,84.71,22.55,1.54,481,3.756541019955654,Decrease
3113,44,71.69,19.43,2.16,246,3.689655172413793,Decrease
1443,76,43.31,67.55,2.43,318,0.6411547002220578,Increase
2879,55,65.02,64.6,1.87,343,1.006501547987616,Maintain
4074,1,33.09,44.2,1.5,121,0.7486425339366516,Maintain
9660,76,32.16,91.92,1.28,104,0.3498694516971279,Maintain
1497,42,26.96,22.23,1.61,139,1.2127755285650024,Decrease
1360,80,74.21,29.98,2.2,330,2.4753168779186123,Decrease
9680,88,57.1,76.51,1.45,389,0.7463076721997124,Increase
6048,74,90.75,56.01,1.71,428,1.6202463845741832,Decrease
6879,26,11.34,44.98,1.03,386,0.2521120497999111,Increase
1266,85,34.37,40.53,2.04,382,0.848013816925734,Increase
8658,79,40.53,67.01,0.79,114,0.6048350992389195,Maintain
6459,36,40.1,69.46,2.06,209,0.5773106824071409,Maintain
6451,5,19.89,20.01,1.77,134,0.9940029985007496,Maintain
3015,86,75.1,49.18,0.68,146,1.527043513623424,Maintain
7497,17,38.1,54.67,1.35,298,0.6969087250777392,Increase
6216,12,31.7,75.34,2.1,40,0.4207592248473586,Maintain
3116,13,54.93,89.39,1.62,265,0.6144982660252825,Increase
3192,62,92.02,89.46,0.95,327,1.0286161412921977,Increase
8110,85,16.04,18.11,1.37,239,0.8856985091109884,Maintain
6277,75,59.85,78.99,1.95,68,0.757690846942651,Maintain
8760,91,90.45,89.92,0.95,115,1.0058941281138791,Maintain
1599,78,91.76,8.84,1.5,74,10.380090497737557,Maintain
3082,77,46.96,13.71,1.39,335,3.4252370532458056,Maintain
9552,92,27.53,35.13,0.64,470,0.7836606888699117,Increase
9202,2,9.74,63.95,2.26,45,0.15230648944487882,Maintain
2267,10,51.16,93.24,0.69,445,0.5486915486915487,Increase
6068,25,94.22,41.08,1.91,135,2.2935735150925023,Decrease
9884,92,91.7,11.74,1.15,23,7.810902896081772,Maintain
9717,4,81.92,73.95,1.46,300,1.1077755240027045,Maintain
6255,16,52.92,82.89,2.37,114,0.6384364820846906,Maintain
6842,3,26.52,93.94,1.32,212,0.2823078560783479,Maintain
9349,82,54.32,97.72,2.43,115,0.5558739255014327,Maintain
7427,46,82.06,57.34,1.96,166,1.4311126613184513,Decrease
2175,42,93.72,90.67,1.93,384,1.0336384691739273,Maintain
9290,24,71.78,19.33,1.53,4,3.713398861872737,Decrease
3723,82,47.57,46.89,1.4,23,1.0145020260183408,Maintain
2740,51,30.11,88.24,1.08,165,0.3412284678150499,Maintain
2408,44,77.75,44.89,0.68,431,1.7320115838716863,Maintain
6184,74,67.51,67.51,1.83,26,1.0,Maintain
2534,1,87.6,93.41,0.54,297,0.9378010919601756,Increase
6912,78,51.68,31.94,0.52,125,1.618033813400125,Maintain
7311,45,8.7,38.5,0.73,146,0.22597402597402597,Maintain
9332,49,8.88,33.42,1.98,60,0.2657091561938959,Maintain
3894,6,23.12,24.27,2.47,128,0.9526163988463123,Maintain
1930,87,11.93,92.41,1.81,154,0.12909858240450167,Maintain
4785,16,86.56,81.57,1.16,341,1.061174451391443,Maintain
9939,98,96.25,31.49,1.39,26,3.056525881232137,Maintain
9140,85,63.67,71.7,0.64,473,0.8880055788005579,Increase
4865,86,57.76,77.52,2.03,418,0.7450980392156863,Increase
6450,95,77.0,81.42,1.42,182,0.9457135838860231,Maintain
1120,42,7.75,99.71,2.12,135,0.07772540367064487,Maintain
1817,36,54.32,97.91,1.69,334,0.554795220100092,Increase
7185,56,79.9,53.71,2.25,82,1.487618692980823,Decrease
1916,33,96.06,8.64,0.65,11,11.118055555555555,Maintain
9825,9,73.95,80.23,0.74,458,0.921725040508538,Maintain
2644,42,23.6,15.33,1.8,4,1.5394651011089369,Decrease
6683,37,29.69,36.29,0.71,198,0.818131716726371,Maintain
3349,69,71.11,73.46,1.37,329,0.9680098012523823,Maintain
7646,81,97.5,22.82,1.41,362,4.272567922874671,Maintain
7813,81,40.12,60.06,1.51,420,0.6679986679986679,Increase
1714,50,58.36,19.95,0.73,33,2.92531328320802,Maintain
4957,78,75.23,82.18,0.56,67,0.9154295449014358,Maintain
2443,59,43.26,41.49,0.66,211,1.0426608821402747,Maintain
6052,23,95.47,91.55,1.92,327,1.0428181321682142,Maintain
4445,48,91.9,85.45,0.79,383,1.0754827384435344,Maintain
4578,79,71.95,67.56,1.45,419,1.0649792776791,Maintain
9639,35,57.13,61.76,1.73,126,0.9250323834196892,Maintain
9067,86,51.25,30.61,1.8,378,1.6742894478928456,Decrease
8026,4,18.58,36.81,2.04,331,0.5047541428959521,Increase
6675,56,25.67,89.54,2.35,275,0.2866875139602412,Increase
2390,50,47.1,40.06,1.01,112,1.1757363954068896,Maintain
6040,47,12.3,49.97,0.63,25,0.2461476886131679,Maintain
6717,31,59.28,81.11,1.05,57,0.7308593268400937,Maintain
6273,77,52.68,43.78,1.7,454,1.2032891731384194,Decrease
1025,76,16.18,77.67,1.12,64,0.2083172396034505,Maintain
4062,15,46.05,30.77,1.31,56,1.4965875853103672,Maintain
4612,63,81.5,43.99,1.79,9,1.8526937940441008,Decrease
9206,4,29.15,73.68,1.36,252,0.39562975027144404,Increase
1208,90,35.7,43.24,1.24,57,0.8256244218316374,Maintain
2456,58,98.57,63.51,1.01,426,1.5520390489686664,Maintain
9832,94,82.2,65.3,1.07,314,1.2588055130168454,Maintain
7521,84,35.13,80.68,1.8,389,0.4354238968765493,Increase
9219,9,82.62,39.71,2.23,134,2.0805842357088897,Decrease
7668,18,23.91,5.22,2.16,226,4.580459770114943,Decrease
8275,88,32.46,67.33,1.82,287,0.48210307440962424,Increase
3012,11,60.71,39.62,0.88,173,1.532306915699142,Maintain
5368,98,59.39,10.59,2.06,208,5.608120868744098,Decrease
8101,81,80.07,67.1,1.53,16,1.1932935916542473,Decrease
6715,20,63.76,49.47,2.12,180,1.2888619365271883,Decrease
2038,97,14.37,82.52,2.22,368,0.17413960252060107,Increase
1017,90,65.37,54.31,2.21,62,1.2036457374332536,Decrease
5999,2,55.24,52.88,1.69,319,1.0446293494704992,Maintain
9245,73,99.43,78.22,2.0,308,1.2711582715418053,Decrease
3488,7,38.2,16.1,0.95,146,2.372670807453416,Maintain
6582,34,76.77,40.42,1.54,166,1.8993072736269172,Decrease
6859,30,11.25,16.42,1.11,338,0.6851400730816077,Increase
7351,24,58.15,5.73,1.61,311,10.148342059336823,Decrease
5400,49,89.35,49.46,2.39,239,1.8065103113627172,Decrease
5848,50,20.58,66.01,2.38,61,0.3117709437963944,Maintain
8434,27,17.89,29.19,1.99,251,0.6128811236724906,Increase
8713,31,55.19,78.39,1.9,140,0.7040438831483607,Maintain
6966,97,12.82,93.63,2.45,22,0.13692192673288478,Maintain
5513,25,17.21,39.58,2.0,451,0.43481556341586663,Increase
9989,40,42.02,94.76,0.74,62,0.44343604896580835,Maintain
9527,76,17.93,99.98,1.26,428,0.17933586717343467,Increase
3439,51,68.16,63.49,0.77,31,1.0735548905339423,Maintain
8287,6,58.93,85.28,0.71,326,0.6910178236397748,Increase
8964,58,41.58,27.89,1.07,193,1.4908569379705987,Maintain
6861,7,28.22,75.44,2.1,319,0.37407211028632026,Increase
6239,74,50.21,45.15,0.88,346,1.1120708748615726,Maintain
4627,29,7.09,20.23,0.69,81,0.3504695996045477,Maintain
3166,9,95.67,43.4,1.37,329,2.204377880184332,Maintain
2736,26,9.35,8.5,2.15,339,1.0999999999999999,Decrease
8078,91,7.39,10.96,2.23,199,0.6742700729927007,Maintain
6274,74,56.09,71.05,1.07,124,0.7894440534834625,Maintain
7653,79,35.5,95.46,0.89,409,0.37188351141839515,Increase
8371,24,59.27,92.63,1.79,156,0.6398574975709814,Maintain
9639,78,8.6,14.88,1.25,205,0.5779569892473118,Maintain
1624,87,26.15,24.85,2.08,351,1.0523138832997987,Decrease
2498,15,80.96,83.32,1.78,344,0.971675468074892,Maintain
2212,50,58.6,57.37,1.82,436,1.0214397768868748,Maintain
6309,31,95.04,90.65,1.33,255,1.0484280198565914,Maintain
1619,28,40.49,99.51,2.47,338,0.4068937795196463,Increase
6259,7,78.23,99.71,2.47,336,0.7845752682780063,Increase
2272,99,24.25,9.5,1.71,418,2.5526315789473686,Decrease
5532,30,89.45,25.63,1.49,163,3.4900507218103787,Maintain
2679,11,56.21,24.88,0.94,181,2.259244372990354,Maintain
1433,23,45.32,94.23,1.39,417,0.4809508649050196,Increase
3430,24,57.8,87.0,0.54,210,0.6643678160919539,Increase
3948,98,29.23,94.23,0.78,125,0.3101984505995967,Maintain
7461,79,55.73,12.71,2.25,168,4.3847364280094405,Decrease
2672,97,40.67,84.96,1.6,157,0.47869585687382304,Maintain
6869,55,13.31,31.37,0.95,2,0.4242907236212942,Maintain
9906,33,7.75,70.84,2.01,140,0.10940146809712027,Maintain
1703,72,42.68,95.05,0.52,339,0.44902682798527094,Increase
1301,85,37.76,48.24,1.37,16,0.7827529021558871,Maintain
8696,9,27.27,23.26,0.85,405,1.1723989681857265,Maintain
5725,3,37.14,53.04,0.87,237,0.7002262443438915,Maintain
6776,38,77.16,29.48,2.45,317,2.6173677069199455,Decrease
8334,22,67.24,53.18,1.08,482,1.2643851071831516,Maintain
7357,75,67.67,50.08,0.55,155,1.3512380191693292,Maintain
1286,77,11.31,57.76,2.45,277,0.19581024930747923,Increase
5883,59,68.05,74.19,2.06,237,0.9172395201509638,Maintain
9890,14,77.91,38.32,2.11,250,2.0331419624217117,Decrease
2165,41,24.9,39.08,1.09,65,0.6371545547594677,Maintain
5774,12,94.8,79.4,1.76,226,1.193954659949622,Decrease
9241,11,75.15,26.99,2.25,364,2.7843645794738796,Decrease
6035,43,69.61,47.32,1.82,404,1.4710481825866442,Decrease
3469,92,95.6,53.48,1.0,168,1.787584143605086,Maintain
4365,20,93.9,26.49,2.13,298,3.544733861834655,Decrease
4859,87,70.51,61.54,1.22,492,1.1457588560285994,Maintain
6447,96,30.93,35.17,1.16,158,0.879442706852431,Maintain
2684,74,87.28,28.7,1.87,8,3.041114982578397,Decrease
9676,7,51.57,11.5,1.43,14,4.484347826086957,Maintain
3697,22,63.24,68.49,1.53,466,0.9233464739378012,Maintain
3795,45,52.68,75.43,1.6,152,0.6983958637147023,Maintain
7151,4,88.13,63.08,0.92,206,1.3971147748890298,Maintain
8674,71,62.29,22.82,0.9,183,2.7296231375985975,Maintain
1704,38,26.24,49.12,2.46,176,0.5342019543973942,Maintain
4967,99,56.06,70.65,1.65,471,0.7934890304317056,Increase
5321,24,57.74,88.14,2.12,136,0.6550941683685046,Maintain
3833,37,8.42,10.36,1.78,369,0.8127413127413128,Increase
4479,53,82.12,9.05,1.83,65,9.074033149171271,Decrease
1528,32,99.08,88.4,0.88,260,1.120814479638009,Maintain
5734,15,90.12,30.14,2.0,163,2.9900464499004644,Decrease
3889,2,45.32,50.87,0.76,478,0.8908983683900138,Increase
9109,84,91.67,67.17,2.36,102,1.3647461664433527,Decrease
1689,73,59.61,43.33,1.26,372,1.3757212093237943,Maintain
6387,29,25.3,11.12,2.47,423,2.275179856115108,Decrease
7151,5,39.29,56.05,2.33,396,0.7009812667261374,Increase
8665,90,83.57,49.78,1.14,226,1.6787866613097628,Maintain
9711,74,11.84,16.78,1.29,138,0.7056019070321811,Maintain
3176,56,92.38,64.44,2.04,461,1.4335816263190564,Decrease
8567,70,76.6,94.4,1.09,120,0.8114406779661015,Maintain
6807,18,97.84,48.81,0.94,483,2.0045072730997746,Maintain
9733,99,32.88,12.0,0.53,387,2.74,Increase
2428,54,69.06,36.53,2.35,379,1.8905009581166166,Decrease
1802,60,52.49,93.96,0.61,462,0.558641975308642,Increase
4028,74,6.83,74.26,1.43,300,0.09197414489631026,Increase
1276,42,80.69,37.37,1.09,406,2.1592186245651592,Maintain
3000,38,64.01,76.34,2.14,14,0.8384857217710244,Maintain
6885,79,37.59,46.66,1.09,108,0.8056150878696958,Maintain
6772,54,90.12,92.07,0.88,384,0.9788204626914305,Maintain
4438,22,58.31,34.58,1.33,489,1.6862348178137654,Maintain
9343,8,29.27,77.34,1.43,471,0.37845875355572794,Increase
6908,23,80.2,96.54,1.36,220,0.8307437331675989,Maintain
9235,77,33.21,89.09,1.97,17,0.3727691098888764,Maintain
9127,17,37.64,32.35,1.65,428,1.1635239567233384,Decrease
1122,47,84.15,7.75,1.76,81,10.858064516129033,Decrease
5956,35,41.36,21.71,2.36,305,1.9051128512206355,Decrease
1416,19,7.75,65.64,2.0,164,0.11806825106642291,Maintain
3290,46,40.15,92.83,1.42,309,0.43251104168910914,Increase
8760,59,35.46,15.14,2.44,434,2.342140026420079,Decrease
1837,27,93.91,34.63,2.38,52,2.711810568870921,Decrease
7926,29,67.47,86.39,1.03,227,0.7809931705058456,Maintain
1648,48,44.66,38.8,1.25,180,1.1510309278350515,Maintain
7017,2,73.83,88.48,1.92,353,0.8344258589511754,Increase
3397,8,12.69,74.4,2.11,58,0.17056451612903223,Maintain
2680,34,92.58,17.76,2.28,140,5.212837837837838,Decrease
9788,5,11.49,17.94,2.14,334,0.6404682274247492,Increase
7988,27,29.06,15.46,2.42,94,1.8796895213454072,Decrease
1104,23,76.68,72.39,0.56,247,1.059262329050974,Increase
1850,2,71.47,62.48,0.95,59,1.1438860435339309,Maintain
4883,89,75.85,46.77,1.97,74,1.6217660893735297,Decrease
6385,84,58.97,79.55,1.76,460,0.7412947831552483,Increase
1653,55,44.38,14.75,0.79,167,3.008813559322034,Increase
9252,60,15.08,59.06,0.88,65,0.25533355909244837,Maintain
5032,65,74.44,66.12,0.64,31,1.1258318209316394,Maintain
5250,83,38.59,24.61,1.36,195,1.568061763510768,Maintain
6286,78,70.98,6.3,1.78,62,11.266666666666667,Decrease
8356,18,95.71,97.87,1.31,34,0.9779299070195155,Maintain
6232,80,9.39,94.8,0.66,69,0.09905063291139242,Maintain
5101,29,83.96,88.98,1.48,371,0.9435828276017081,Maintain
7666,16,23.92,31.64,1.83,206,0.7560050568900126,Maintain
1752,67,23.82,41.83,0.88,73,0.5694477647621324,Maintain
8428,93,94.42,34.74,1.32,308,2.7179044329303395,Maintain
8822,39,20.44,96.68,0.97,311,0.21141911460488208,Increase
9415,73,83.84,79.4,0.7,274,1.055919395465995,Maintain
5100,2,81.21,75.8,0.55,20,1.071372031662269,Maintain
6224,61,62.48,50.71,1.47,348,1.232104121475054,Maintain
5100,41,93.2,65.54,1.36,308,1.422032346658529,Maintain
6454,1,78.57,23.61,1.44,182,3.3278271918678524,Maintain
6368,38,58.27,36.75,0.56,177,1.585578231292517,Maintain
4958,36,23.78,97.74,1.44,17,0.2432985471659505,Maintain
1981,37,67.78,20.31,0.97,329,3.3372722796651897,Maintain
7458,94,74.51,81.3,1.41,140,0.9164821648216483,Maintain
5392,1,94.48,54.28,0.9,174,1.7406042741341194,Maintain
9082,27,82.59,80.63,2.21,112,1.0243085700111623,Maintain
2376,70,94.14,55.02,1.01,12,1.7110141766630316,Maintain
1373,65,6.85,77.88,1.81,457,0.08795582948125322,Increase
8673,30,85.02,45.14,2.13,338,1.883473637571998,Decrease
8970,55,43.04,14.35,1.88,194,2.9993031358885016,Decrease
7355,7,77.13,30.26,2.25,386,2.5489094514210175,Decrease
9707,5,67.04,74.05,1.59,378,0.9053342336259286,Maintain
3576,60,69.56,14.68,0.67,206,4.738419618528611,Maintain
7063,24,7.7,58.2,1.25,210,0.1323024054982818,Maintain
5057,92,75.61,88.17,2.21,411,0.8575479187932403,Increase
7893,41,36.64,42.43,1.62,172,0.863539948149894,Maintain
9466,14,79.26,16.26,1.81,58,4.874538745387453,Decrease
3648,58,81.67,98.11,1.57,149,0.8324329833859954,Maintain
1977,37,94.81,31.93,2.43,49,2.969307860945819,Decrease
3848,70,41.83,80.31,1.94,101,0.520856680363591,Maintain
5290,75,88.53,11.97,1.33,485,7.3959899749373434,Maintain
9152,90,53.96,19.1,1.57,48,2.825130890052356,Decrease
5730,57,7.09,18.65,1.53,171,0.3801608579088472,Maintain
7981,46,69.19,48.29,1.3,269,1.4328018223234624,Maintain
5583,61,70.17,5.2,0.72,179,13.49423076923077,Maintain
4376,67,9.81,29.86,2.32,326,0.3285331547220362,Increase
9174,41,6.89,13.82,1.4,39,0.4985528219971056,Maintain
2135,82,39.76,78.24,0.87,271,0.5081799591002045,Increase
2154,95,61.09,50.78,1.9,283,1.203032690035447,Decrease
2361,55,39.68,13.21,1.72,121,3.003785011355034,Decrease
1087,37,70.55,39.54,1.27,82,1.7842690945877593,Maintain
3166,1,64.23,33.26,0.95,413,1.9311485267588697,Maintain
1589,69,19.32,58.84,0.66,236,0.3283480625424881,Maintain
4093,93,38.13,75.53,0.74,340,0.5048325168807096,Increase
7112,67,19.28,5.37,1.94,295,3.5903165735567972,Decrease
2837,46,45.81,42.73,0.67,72,1.0720805054996492,Maintain
9383,55,98.47,13.42,0.5,55,7.337555886736214,Maintain
6871,82,31.01,97.63,0.96,265,0.31762777834681966,Increase
3694,66,62.29,78.12,0.82,4,0.7973630312339989,Maintain
6049,35,87.24,81.2,0.61,386,1.074384236453202,Maintain
2692,54,58.48,46.01,2.17,158,1.2710280373831775,Decrease
4344,16,80.42,38.82,0.56,35,2.0716125708397732,Maintain
5553,82,45.25,9.34,1.73,308,4.844753747323341,Decrease
6922,7,47.38,99.84,2.13,303,0.4745592948717949,Increase
7184,83,55.07,41.43,1.28,321,1.3292300265508086,Maintain
2273,89,7.3,81.6,1.89,220,0.08946078431372549,Maintain
9434,18,40.63,16.78,0.71,52,2.4213349225268175,Increase
5364,45,62.69,22.18,2.17,380,2.826420198376916,Decrease
1521,53,45.92,49.45,1.6,171,0.9286147623862487,Maintain
7021,28,83.04,73.08,1.12,91,1.136288998357964,Maintain
5412,35,14.02,83.05,0.57,94,0.16881396748946417,Maintain
6314,82,96.11,22.38,1.66,173,4.294459338695264,Decrease
4444,72,25.18,38.14,0.81,465,0.6601992658626115,Increase
3328,7,97.72,81.35,1.09,56,1.2012292562999387,Maintain
1479,78,49.28,8.44,2.15,221,5.838862559241707,Decrease
5262,57,6.44,57.1,2.38,132,0.112784588441331,Maintain
7424,94,40.04,52.03,2.23,310,0.7695560253699788,Increase
1243,91,65.31,60.58,1.77,193,1.0780785737867284,Decrease
1611,80,52.35,34.21,2.26,315,1.530254311604794,Decrease
1655,92,68.9,10.38,1.62,499,6.637764932562621,Decrease
2767,99,91.75,42.32,0.6,469,2.1680056710775046,Maintain
9271,89,51.87,93.72,0.99,391,0.5534571062740077,Increase
2904,3,9.83,92.97,0.72,326,0.10573303216091212,Increase
5085,18,99.43,38.45,0.51,217,2.585955786736021,Increase
6339,55,31.9,46.84,1.78,134,0.6810418445772843,Maintain
8719,96,67.74,80.41,2.02,398,0.8424325332670065,Increase
1767,6,25.64,81.89,0.6,465,0.3131029429722799,Increase
7342,8,77.81,75.84,2.12,361,1.0259757383966244,Maintain
1604,76,99.55,17.44,1.87,92,5.708142201834862,Decrease
7464,81,59.08,15.45,2.24,217,3.823948220064725,Decrease
4519,55,28.79,63.44,0.62,10,0.45381462799495587,Increase
7314,64,30.43,65.84,0.63,370,0.46218104495747264,Increase
7503,70,85.7,40.32,1.31,242,2.1254960317460316,Maintain
9675,42,59.87,99.73,1.15,185,0.6003208663391155,Maintain
3315,13,49.21,57.5,1.72,225,0.8558260869565217,Maintain
9481,39,48.67,86.19,1.4,360,0.5646826778048498,Increase
1350,44,81.89,51.45,1.68,79,1.5916423712342078,Decrease
5943,49,97.52,34.64,2.38,272,2.815242494226328,Decrease
8455,73,17.75,58.96,1.09,306,0.3010515603799186,Increase
4575,68,11.96,10.01,2.25,174,1.194805194805195,Decrease
1849,50,52.95,56.93,2.25,427,0.9300895836992799,Maintain
3206,52,46.93,98.83,1.37,257,0.4748558130122433,Increase
2622,50,58.53,60.6,1.29,140,0.9658415841584158,Maintain
6483,32,32.9,98.94,2.45,369,0.3325247624823125,Increase
3901,59,63.41,62.66,2.41,20,1.0119693584423874,Maintain
6822,32,36.01,66.25,1.14,204,0.5435471698113207,Maintain
2976,95,87.21,26.58,0.56,434,3.281038374717833,Maintain
8462,75,39.63,60.88,1.8,360,0.650952693823916,Increase
4347,16,41.97,85.18,2.47,85,0.4927212960788917,Maintain
3335,56,61.87,33.4,2.19,301,1.8523952095808383,Decrease
7576,45,95.8,9.8,2.12,75,9.775510204081632,Decrease
1898,72,82.9,99.38,1.95,129,0.8341718655665125,Maintain
7732,7,98.79,67.41,1.7,377,1.4655095683133068,Decrease
8571,25,89.96,36.97,1.74,421,2.433324317013795,Decrease
9727,11,61.05,96.12,1.3,79,0.6351435705368289,Maintain
3932,58,50.75,5.28,0.8,217,9.611742424242424,Maintain
4952,91,79.19,86.84,2.12,271,0.9119069553201289,Maintain
7927,87,33.58,24.86,1.86,348,1.3507642799678197,Decrease
8588,18,84.81,11.86,0.59,432,7.150927487352446,Maintain
2720,56,47.34,73.48,2.0,410,0.6442569406641263,Increase
2043,44,89.49,99.7,1.48,220,0.897592778335005,Maintain
8506,97,92.09,28.29,1.02,134,3.255213856486391,Maintain
3964,81,89.16,35.63,1.58,171,2.502385630087005,Decrease
8387,14,11.61,20.88,1.61,317,0.5560344827586207,Increase
2496,58,53.26,81.82,1.5,122,0.6509410901979956,Maintain
6060,92,22.85,14.36,0.66,213,1.5912256267409473,Maintain
8300,41,36.96,49.93,1.92,354,0.7402363308632085,Increase
7122,59,80.97,26.1,0.89,143,3.102298850574712,Maintain
4748,37,95.33,12.08,0.8,461,7.891556291390728,Maintain
5180,8,89.18,55.7,1.03,407,1.601077199281867,Maintain
5112,59,13.36,44.83,0.87,179,0.2980147222841847,Maintain
3676,16,57.8,70.32,0.63,200,0.8219567690557452,Maintain
8862,96,8.14,30.42,1.75,179,0.2675871137409599,Maintain
4620,72,79.14,24.88,1.16,436,3.1808681672025725,Maintain
5046,78,26.53,49.36,1.53,272,0.5374797406807131,Increase
1843,67,30.73,92.16,1.74,441,0.3334418402777778,Increase
9658,86,40.96,91.27,1.52,90,0.44877834995069577,Maintain
6654,88,55.02,86.38,1.49,403,0.6369529983792546,Increase
7179,52,58.44,40.79,2.35,409,1.4327040941407208,Decrease
8655,87,73.47,30.69,1.95,454,2.3939393939393936,Decrease
7459,52,59.93,63.01,1.08,69,0.9511188700206317,Maintain
9534,16,88.59,88.91,1.85,163,0.9964008547969858,Maintain
4923,96,53.35,90.82,1.6,97,0.5874256771636204,Maintain
9407,56,17.13,92.54,0.53,109,0.1851091419926518,Maintain
8098,94,49.73,53.59,1.15,163,0.9279716364993468,Maintain
8546,32,55.47,70.36,2.39,128,0.7883740761796475,Maintain
6472,74,68.35,45.17,0.77,132,1.5131724595970775,Maintain
8113,74,41.56,94.59,1.77,279,0.43936991225288086,Increase
8705,51,77.76,9.0,1.23,254,8.64,Maintain
7859,42,68.44,29.49,1.55,136,2.3207867073584265,Decrease
9186,1,58.33,68.52,1.86,118,0.8512842965557502,Maintain
1077,12,52.29,54.95,1.46,416,0.951592356687898,Maintain
2791,49,46.36,81.72,2.33,309,0.5673029858051885,Increase
1359,26,5.3,34.26,1.0,431,0.15469935785172212,Increase
3514,32,13.65,94.42,1.77,104,0.14456682906163948,Maintain
8765,67,38.94,21.4,1.83,44,1.8196261682242991,Decrease
4551,60,24.28,63.89,1.21,462,0.38002817342307094,Increase
2347,10,99.28,72.31,1.99,489,1.3729774581662286,Decrease
2672,53,93.68,19.03,2.3,58,4.922753547031004,Decrease
5074,14,84.25,44.78,1.78,411,1.8814202769093344,Decrease
8703,58,5.23,34.49,0.67,401,0.15163815598724267,Increase
1026,22,73.55,83.11,0.6,260,0.884971724220912,Increase
3019,50,71.19,67.94,1.58,232,1.0478363261701502,Maintain
4622,85,76.81,16.67,2.2,260,4.6076784643071385,Decrease
5020,22,37.02,51.14,0.57,296,0.7238951896754009,Increase
2309,5,16.9,31.87,1.6,457,0.5302792594916849,Increase
9753,33,34.94,46.82,0.7,150,0.746262281076463,Maintain
7952,91,85.31,53.48,1.35,87,1.5951757666417354,Maintain
7414,28,22.72,19.36,1.51,126,1.1735537190082643,Decrease
7078,44,80.61,62.41,0.99,98,1.2916199327030926,Maintain
8623,41,63.14,77.28,1.07,239,0.8170289855072463,Maintain
4815,93,59.65,9.68,1.75,52,6.162190082644628,Decrease
5793,9,15.88,23.49,2.08,27,0.6760323541932738,Maintain
9973,2,45.12,9.19,0.77,31,4.90968443960827,Increase
8195,13,35.63,74.66,2.44,70,0.477230109831235,Maintain
1553,4,64.35,33.86,1.73,393,1.9004725339633786,Decrease
